tweet,sentimen
"Bahagia itu ketika :

Dapet notif chat dari doi ❌
Dapet notif voucher diskon dari @gojekindonesia ✔  pic.twitter.com/1kyK6RMR1L",1
"Manjain kejombloan ah, order makan lewat @gojekindonesia misalnya",1
"Makasih indaahhh
Bantu tag ke @gojekindonesia @askmenfess @tubbirfess @awkarin @ semuanyaaaaaa jugaaaa",1
"@gojekindonesia pagi min, saya mau complain semalam 30/08/2019 20.53 waktu gopay payday saya beli kopi di kopi janji jiwa gading festival cashback 50% tapi sampai sekarang cashbacknya belum masuk itu gimana ya?  pic.twitter.com/dMEbVGHfMK",1
"@gojekindonesia hi admin, mo nanya voucher 15k dapet 23 yg bayar 45k doang. Kenapa ya kalo dipake cuma kena disc 11k? Min order udah 25k. 🤔",1
"Hai Fan, silakan buka menu orders kemudian pilih nomor orders dan silakan berikan rating sesuai dengan pelayanan yang Anda dapatkan. Terima kasih ^yun",1
"Hai Wulan, untuk info lebih lanjut mengenai paylater silakan mengirimkan email ke support@findaya.com ya. Terima kasih ^yun",1
@gojekindonesia mau kasih bapaknya bintang 5 tapi halaman raringnya malah ke close gimana dong :(  pic.twitter.com/XZKpcmXJw9,1
"@gojekindonesia min mau tanya, kalau saya naik gocar terus masuk tol. Pembayaran tolnya bisa dibayar lewat gopay tidak? Maksudnya total pembayarannya itu harga perjalanan+biaya tol.",1
"@gojekindonesia Pagi Min, mau tanya account gojek saya knp di block ya. Padahal sekalipun blm pernah pakai layanannya (gmn mau pakai lah di block dr awal bikin accountnya juga).",1
"Hai, silakan mengirimkan email ke csgo-life@go-jek.com ya untuk info lebih lanjut. Terima kasih ^yun",1
@gojekindonesia semoga cepettt ketemu ya mbak🙏🙏,1
@gojekindonesia Masih ada lowongan Go Ride di Solo ga yaa?,1
@gojekindonesia  https://twitter.com/yuniarayutyas/status/1167387194496962560 …,1
Cc: @gojekindonesia .. Mgkin bs bantu bro @AttaHalilintar temukan bapak ini?,1
@gojekindonesia,1
@gojekindonesia tolong iniii karyawannya,1
@gojekindonesia kalo nge gosend yg nerima paket salah gt gmn ya,1
@gojekindonesia beli hape baru mau jadi driver mohon supportnya,1
@gojekindonesia maaf min mau nanya apakah bener ini nomor dari gojek ?+62211500360,1
"pesen makan pake gofood ngojek pake grab bike, adil kan ? @gojekindonesia @GrabID",1
@gojekindonesia @JDid knapa ga dapat Cashback ya??apakah ada kuota??krn baru 1x trx? pic.twitter.com/K6lp9V9nG3,1
"@gojekindonesia min, kenapa akun saya tidak bisa menggunakan go-ride? Tolong bantuannya.",1
@gojekindonesia @gojektech,1
Mungkin @gofoodindonesia @gojekindonesia pikir kalau mereka udah punya hubungan emosional sama customernya lebih deket dari siapapun,1
kenapa @gojekindonesia ga ada opsi pake authenticator apps buat 2FA?,1
@gojekindonesia min akun gojek saya kok tidak bisa masuk ya...,1
@gojekindonesia @gojek24jam,1
"Hai, agar dapat ditindaklanjuti mohon informasikan nomor telepon Anda yang terdaftar serta alasan Anda untuk hapus akun Gojek melalui DM ya. Tks^fzy",1
"Sama seperti saya yg katanya menang hadiah Gopay dari @gojekindonesia sekian juta, saldo gopay saya juga ludes, lalu ini bagaimana dgn respon dari Gojek dgn maraknya penipuan seperti ini dan juga SOLUSInya, saya sudah rugi banyak sekali, apakah semua saldo saya bisa kembali/tidak",1
@gojekindonesia @gojek24jam,1
"@gojekindonesia halooo min, ditunggu konfirmasinya ya. Nominal top-up cukup banyak loo, di mention atau dm tidak ada respon semua😊😊",1
"@gojekindonesia selamat pagi min, kok fitur gopaylater saya mendadak tidak ada ya min mhn penjelasan nya 🙏  pic.twitter.com/V87BwoeJEc",1
@gojekindonesia saya ingin menonaktifkan email saya yang terkait dg akun gojek dengan gmail fuad.rosyadi48@gmail.com,1
"@gojekindonesia assalamualaikum, saya tadi baru saja melakukan pengisian gopay, cuman saya saya dipengisian no harusnya di isi ke no 082188736669 tetapi tertulis dan terisi ke no 082188736666 .. apakah saldo saya bisa dikembalika?",1
@gojekindonesia,1
@gojekindonesia @gojek24jam,1
Gakuat liat bapanyaaa😭 semoga diganti dan dapat yg lbh ya paa. Aamiin. @gojekindonesia,1
pakai @GrabID atau @gojekindonesia . Tinggal mana yg sampai ke rumah duluan. Cuma yang berani berjuang yg bisa dapetin.,1
Cc @gojekindonesia lo harus ngertiin apa itu keseimbangan biar armada mu tenang tanpa tekanan  https://twitter.com/Go_Jagijug/status/1167380202017546241 …,1
@gojekindonesia min kalo belum pernah dapet jaket gojek bisa minta jaket yg baru ga?,1
"@gojekindonesia berapa lama pendaftaran merchant GoFood diproses? Sudah hampir dua Minggu belum ada balasan email, sementara rekan kami dr merchant lain setelah 3 hari sudah dapat email balasan dr GoFood",1
".@gojekindonesia ngeselin banget

tapi udah terlanjur di-update

:|  pic.twitter.com/yCsQjkeeAi",1
Om @gojekindonesia  kue kering ijo begitu ada ga di go food ?,1
gue akun goride malah dpetnya gosend terus dr siang ampe malem..asal penglarisnya gosend terus aja dh tuh ampe malem dikasih send terus😂,1
"@gojekindonesia hi gojek, you should be proud of his dedication",1
"@gojekindonesia kalo ada cyber jek, nih kesempatan buat lu cari nama  https://twitter.com/lambe_ojol/status/1167343382449930241 …",1
@gojekindonesia,1
@gojekindonesia,1
"Suwun banget kangge mas Dwi driver Gojek (Magelang/Jogja ya) , sudah ikhlas dorong motorku begitu jauhnya 🙏 @gojekindonesia @InfoCegatanJgja pic.twitter.com/tWNiI5RTTP",1
@gojekindonesia  https://twitter.com/annisawdya/status/1167113014442545152 …,1
@gojekindonesia @gojektech https://twitter.com/yuniarayutyas/status/1167387194496962560 …,1
@gojekindonesia @GrabID,1
thankyou bil motivasinya! kalo kata @gojekindonesia #pastiadajalan,1
@gojekindonesia @gojektech @gojek24jam @infodepok,1
"Kurang apa aku?
Demi abang go-food @gojekindonesia ku rela ngampet pup setengah jam
Berat loh pak saya, lebih berat dari menahan api cemburu 
😔",1
hi @gojekindonesia tolong di bantu,1
"@gojekindonesia min saya mau tanya kan gopay later saya baru pake bulan ini, kenapa kena cas nya 25rb ya?padahal perasaan kemarin liat tulisannya fee admin buat bulan pertama",1
kenapa ga d ksh akun jd driver goride juga si yaa??  @gojekindonesia,1
"Jawabane aplikator: Ah gampang golek mitra driver meneh, sing butuh kerjaan okeh, golek konsumen sing angel..
Yo ora @GrabID @gojekindonesia ??",1
Semua kbutuhan rumah tangga sudah ada di tangan @gojekindonesia termasuk blanja n pijet. Sisanya? Tinggal check outin keranjang syopi.,1
@gojekindonesia @gojekindonesia @gojekindonesia @DramaGojek @polresjakbar @PolresJakPus @TMCPoldaMetro,1
Kaku beud si respon nya santuy aja kelus Kya admin @GrabID & @gojekindonesia,1
"Bapak adi, saya ngefans sekali sama anda. Apresiasi dong @gojekindonesia  pic.twitter.com/DXrj06wQ8F",1
"@gojekindonesia ayo tolong responnya, kasian mba nya",1
Eh gimana gimana.. makin ga bisa makan aja di kampus uang nya cuma buat ongkos😨 semoga engga naik harga ya kalian sahabat setia yg menemani ke kampus tiap hari:)) @GrabID @gojekindonesia  https://twitter.com/kumparan/status/1167250088487309312 …,1
Untung ada @gojekindonesia dan mbak2 @K1TCHENETTE yg menyimpankan charger aq uwuwuwu💋,1
@gojekindonesia,1
"@gojekindonesia pengen kaya rich brian ditanyain mau makan apa, terus dikirimin makanan deh😢",1
Jek @gojekindonesia  https://twitter.com/fajarnugros/status/1167398117299216384 …,1
"@gojekindonesia tolong dong driver nya di edukasi lagi,nunggu lama-lama tanggapan nya begini  pic.twitter.com/6feaSoD3yS",1
"@gojekindonesia haii, ko upgrade akun aku gabisa yaa,, udah upgrade dari lama. Solusinya dong tolong. Makasih",1
"@gojekindonesia tolong itu harga makanan gofood di update, sudah terlalu sering beda harga tertera dengan harga yg ditagih gimana sih",1
Terima kasih abang gojek @gojekindonesia maaf malem-malem ngeorder gofood karena BM terus ada promoan juga💕💕  pic.twitter.com/YisGVSf01U,1
Oyy jan diem aje luu @gojekindonesia @CCICPolri @infoDISHUB @WalkotDEPOK sapa tau saingan mau bantu @GrabID  atau kaka2 baik dari @psi_id jan lupaa @kaesangp @Chilli_Pari @jokowi @awkarin,1
@gojekindonesia assalamualaikum wr.wb maaf saya mau tanya kenapa ya akun gojek saya ngak bisa dipakai tulisannya ngak bisa digunakan padahal saya mau pakai buat goofood dan ini udah lama ngak bisa hampir 1 tahun apakah ini akun saya 089647456692 nama febr,1
Cinta banget dah ama @gojekindonesia cuman bayar 9 ribu udah dapet 16 voucher senilai 10k. makin setia pake GOJEK WOYYY (:  pic.twitter.com/Hsxv6smgbX,1
@gojekindonesia,1
@gojekindonesia,1
@gojekindonesia  assalamualaikum apakah saya boleh tanya tanya.?,1
Untuk membantu saudara kita izin tag @gojekindonesia @gojektech @gojek24jam @Azabkuburpedih @awkarin,1
"Itu order fiktif, bawa aja barang pesanannya ke kantor @gojekindonesia terus ceritain kronologi sampe semua2nya. Nanti ordernya di cancel by system dari gojek",1
"Min @gojekindonesia
Mohon respon DM saya! 
Thanks",1
@gojekindonesia,1
Halooo admin @gojekindonesia minta tolong dong pertanyaan saya dari tadi dibales :( klo ga jawab lewat DM gituuu biar saya diberi jawaban dan kepastian 😭,1
@gojekindonesia @TMCPoldaMetro https://twitter.com/annisawdya/status/1167113014442545152 …,1
@gojekindonesia @gojekindonesia @gojekindonesia,1
"@gojekindonesia mohon bantuan nya dong min, dari kemarin saya mau pesen gobox gabisa terus nih. Setiap pencet location tiba2 malah keluar terus aplikasinya. Kenapa ya min?",1
"Semoga cepat ketemu dgn aman & selamat. Aamiin
@gojekindonesia @gojektech @info_depok @Polresta_Depok",1
@gojekindonesia kokk tagihannya jadi 48 deeeh itu yang paylater 25rb apaya?~`  pic.twitter.com/WpGU0LPa8D,1
Dan gak berhasil dapet cashback. Gimana nih @gojekindonesia @webtoon pic.twitter.com/9jYIMN1vgv,1
"@gojekindonesia malam min, saya mau complain. Saya sudah menyelesaikan misi untuk memperoleh gofood voucher 90k tapi kok saya gak dapet gofood vouchernya di rewards saya ya min? Saya mau DM tapi gak tersedia min di akun twitter gojek",1
"@gojekindonesia gmnsi mimin gojek,org nanya kok mlh diabaikann terus prtnyaan sy hilang bgtu aja ada apa nih sma gojek?",1
@gojekindonesia @gojektech @gojek24jam,1
Duaaar gw nya yg ditampol babang @gojekindonesia dong send ke bandung dr jkt,1
"Per September bonus dipangkas hampir separuh. Miskin lagi kita ~

@gojekindonesia",1
@gojekindonesia bisa dibantu perihal pelacakan driver go send? Sudah satu jam setengah paket saya belom sampe.,1
"Halo @gojekindonesia 
Sy iri cuman dapat promo gored :'(",1
@gojekindonesia min promo ini ga tersedia untuk semua akun yh?  pic.twitter.com/qO1hM2A9OR,1
@gojekindonesia  https://twitter.com/yuniarayutyas/status/1167387194496962560 …,1
Twitter please do your magic. @gojekindonesia,1
"Min @gojekindonesia, cara isi Gopay ke akun orang lain gimana?",1
@gojekindonesia,1
Bahagia aku tu bisa beli koin webtoon pake gopay @gojekindonesia  pic.twitter.com/TNkoL7Ei5c,1
aduh lama banget cs nya @gojekindonesia,1
@gojekindonesia,1
"Doi sedang menanti balasan email dari @gojekindonesia , ya dibales sih, tp balesannya disuruh menyelesaikan orderan dulu, sedangkan dia takut kalo dia yg cancel ntar malah kena suspend.
Hwaaa kasyan betul",1
"mungkin go-send bisa bikin campaign balik

“Ketinggalan bekel masakan dari mama di rumah? Go-send-in aja!”
@gojekindonesia 

hire me.  https://twitter.com/maulanagituri/status/1167103658355388416 …",1
@gojektech @gojekindonesia @gojek24jam,1
"@gojekindonesia saya ingin lapor driver menyelesaikan transaksi tanpa mengantar pesanan, saya juga menerima telfon berkali2 utk memberikan sms kode verifikasi dari Gojek. Saya DM info detailnya krn saya coba menelfon call center sangat sibuk sudah bbrp ja",1
"@gojekindonesia tolong om gojek lebarin sayap dong di pati gaada gojek, masa kalah saing sama grab🙂",1
"@gojekindonesia saya mention kemarin, kok belum ada respon sih?",1
@gojekindonesia @gojekindonesia @gojekindonesia @gojekindonesia,1
"Oh gini toh rasanya kena tipu iming2 menang undian gojek @gojekindonesia tolong ya min untuk pelaku penipuan mohon di tindak lanjuti jangan sampai terjadi lagi .
Uang saya dan saldo gopay saya ludes huhu .
Untung uangnya ga banyak 😪",1
"Bantu sebar aja ya kak sama tag
@gojekindonesia @gojektech @gojek24jam",1
@gojekindonesia,1
Kamu bingung uang 9rb dapet makan apa ? Gofood in aja makasih @gojekindonesia  pic.twitter.com/9KmLLs0zTI,1
"Gabung @gojekindonesia aja, nanti di ajarin mau main food atau ride?
Naq G.O.T baik-baik kok",1
"Kalopun akhirnya orderan tetap jd diambil, alasan2 basi tersebut (ex: ban bocor, sakit perut, macet) ajaibnya langsung hilang seketika..
Awkward momen sepanjang perjalanan..
Dan lagi2 tidak ada basa basi minta maaf krn sebelumnya sy disuruh cancel..
@GrabID
@gojekindonesia",1
@gojekindonesia 😭,1
"@GrabID Masa harus diancam kyk gini terus?
Dan sy memang beberapa kali melakukan hal ini, baru dicancel oleh driver/rider setelah nyampe tujuan/posisi di gps gerak..
Berlaku jg untuk @gojekindonesia ..

Tata krama sudah mulai luntur..
Kalopun memang ga bi",1
"@gojekindonesia min mau nanya, ini bener ga ya? makasi min  pic.twitter.com/yMvSkvRjpY",1
@gojekindonesia,1
@gojekindonesia,1
thanks for driver @gojekindonesia yg rela dari kaliurang ke mog (3km-an). ramah bgt bapaknya mau balik juga karna akunya di pintu samping mall. makasih banyak bapak dan Gojek 😄  pic.twitter.com/EsDpoKKjro,1
tapi aku tim @gojekindonesia :),1
"@gojekindonesia min, saya baru pertama kali pakai PayLater, tetapi mengapa sudah dikenakan biaya 25 ribu ya?  pic.twitter.com/QPXrzaduds",1
@gojekindonesia malam...... Mohon info pendaftaran mitra gojek kota malang kapan di buka,1
"@gojekindonesia loose again this time, be better soon",1
Gopay payday donk :p,1
@gojekindonesia,1
"Hai kak Lusiana, kami dari Findaya partner Gojek yang menangani PayLater. Apabila kakak tidak ingin menggunakan PayLater sebagai metode pembayaran, kakak dapat mengganti secara manual metode pembayarannya menjadi GoPay atau tunai pada saat melakukan pemesanan ya. Tks^rno",1
Gopay payday minimum transaksi berapa kalau di Haus! min? @gojekindonesia,1
"@gojekindonesia min, kalo ada keterangan gini mksdnya apa ya?  pic.twitter.com/twhbbanKpz",1
"Btw belum pernah ngalamin kayak gini (bayar pakai non tunai, tapi drivernya minta tunai juga) selama order @gojekindonesia pakai @gopayindonesia",1
"@gojekindonesia halo admin, mau tanya perihal upgrade gopay. Saya udah lama upgrade gopay dan tinggal tunggu verifikasi tapi sampai sekarang ketika saya check tetap saja masih seperti ini, solusinya bagaimana ya min? 
Terimakasih.  pic.twitter.com/SaHFafC",1
@gojekindonesia saya perlu bantuan dalam login akun gojek. Bisa tolong bantu saya via dm?,1
"Hai kak, kami dari Findaya partner Gojek yang menangani PayLater, dapat kami informasikan bahwa jatuh tempo atas pembayaran tagihan PayLater adalah setiap akhir bulan. Apabila terdapat keterlambatan dalam melakukan pembayaran, maka akan diberlakukan denda ya. Tks^rno",1
"tag @gojekindonesia 

sudah saatnya fitur gofood, mewajibkan pelanggan harus pakai Go-pay dan tambahan parkir.

1. biar gak pesen fiktif
2. biar gak pesen terus tiba-tiba cancel
3. tidak semua tempat beli makan-minum ada spot khusus gojek harus bayar parkir, dan parkir saat antar",1
@gojekindonesia @gojektech @gojek24jam,1
Yay... Skrg ada option bayar @BiznetHome via @gojekindonesia dapet cashback pula... Neway abis gini via @tokopedia yaaaaa... Bikin tajir perusahaan milik indonesia laaah.. Deal? #supportindonesianbrands pic.twitter.com/cwYIJ5dyVB,1
"2 hari ini akun @gojekindonesia gue sempet dibekuin 60menit, gegara gue keseringan cancel go food, pdhl yg sering alesan ya drivernya kejauhan lah, tutup lah, gak ada uang, dll. Gak fair sih mnrt gue, emg gue yg cancel tp setidaknya gojek ngebaca alesannya, gak lgsg main blokir",1
"@gojekindonesia
@LinjerCo 

Ximalaya - Podcasting
Tik Tok

& some from EMEA 
@TransferWise
@Spotify",1
"Hai kak Jul, kami dari Findaya partner Gojek yang menangani PayLater, kami bantu informasikan untuk menggunakan fitur PayLater, terdapat biaya bulanan yang sudah ditentukan sesuai dengan nominal yang tertera pada halaman PayLater kakak. Tks^rno",1
@gojekindonesia  https://twitter.com/annisawdya/status/1167113014442545152 …,1
"16.250 kalo tiap hari @McDonalds_ID membahayakan pecel lele nih

Aku cinta @gojekindonesia 👍  pic.twitter.com/b19bQinx3t",1
Kalo kau beli jaket Gojek dimana ya @gojekindonesia ?,1
@awkarin @gojekindonesia,1
"Ada promo GoPay dari @gojekindonesia dunk please...
Biar bahagianya dobel, bahagia kenyang & bahagia dapet promo 😁😁😁  https://twitter.com/KFCINDONESIA/status/1167435823827939328 …",1
"@gojekindonesia halo, min saya baru saja mengisi saldo gopay via mandiri online, namun saldo belum nambah. Bisa diinfokan ada masalah apa? Thank you",1
"@gojekindonesia halo min, saya mau tanya, td kan saya pakai gopay dan sedang ada promo cashback, tapi cashbacknya ga masuk ke account saya, gimana ya?",1
@gojekindonesia kenapa malah akun saya dibekuin? Saya cancel krn emang makanannya ga available. Nyusahin ini namanya.  pic.twitter.com/jXgUvHsXh7,1
@gojekindonesia,1
Ampun dah langsung mention ojek online dong 🤣,1
@gojekindonesia @gojektech,1
Baca lg coba syarat dan ketentuannyaa. @gojekindonesia,1
"@gojekindonesia cara menghapus akun gojek gimana ya min, nomor saya udah ga aktif pengen regrestrasi lagi pake email yang udah pernah dipake. Thank u",1
@gojekindonesia bisa gofood nasi ke korea? mba nya kasian gaada nasi,1
"@gojekindonesia gmn nih 
NOMOR PEMESANAN
61JN15-5219
@HalodocID @MediaKonsumenID order obat, obat blom diterima status tiba2 delivered udah bayar pula pakai @gopayindonesia",1
@gojekindonesia,1
"@gojekindonesia halo, saya mau coba upgrade akun gojek saya, sudah daftar pakai ktp, tapi kenapa hasilnya ditolak dengan alasan id saya sudah digunakan di akun lain ya? Padahal akun gojek saya cuma 1.. Tolong di proses!",1
@gojekindonesia tolong saya mau ciloknya si abang yang jualan di KKN 😭,1
"Bayarin ya?@gojekindonesia

Jk,kalo serius ayo:v  pic.twitter.com/r1i6BT0nIA",1
Hallo kak jangan mesen di sini ke @gojekindonesia  aja 👌🙏,1
p @gojekindonesia apakah tida ingin memberikan gopay gratis untuk ku yg jomblo pengangguran ini?,1
@gojekindonesia no telp custpmer care brp ya?,1
"Biaya 8000 dikurang parkir 2000 nunggu makanan jadi 30 menit sampai 1 jam demi uang belum anter ke tujuan,itu demi uang 6000.@gojekindonesia pikirkan masalah parkir,udah ongkos murah parkir driver yg dibebani",1
"Gojek tolong temen aku, dia pengen voucher nyaa:(",1
@gojekindonesia mau tanya kok akun gojek saya di blokir y??,1
"@gojekindonesia 
Driver anda sungguh menghibur..
♥️♥️♥️  pic.twitter.com/U4NbhK7WiB",1
